document_number,client_id,subscription_ref,dimension_rule,actual_staging_balance,expected_at_cutoff,actual_receipt,expected_receipt,actual_expense,expected_expense,excluded_future_balance,excluded_future_rows,latest_register_movement
00000110626,000048041,AD184D0B1F50991D468068F074FA433B,subrent,0,0,12,12,12,12,0,0,2023-05-29 16:11:33
00000110627,000014748,B769DA5AE5E5910C41ED228944DF0556,subrent,0,0,12,12,12,12,0,0,2023-05-29 11:32:21
00000110751,000028600,AF083FBCF772E395492613E897DFB86B,subrent,0,0,12,12,12,12,0,0,2023-05-26 12:45:00
00000110755,000004751,AE2EDEE43A0882B04F158DFA7BB9EB5A,subrent,0,0,12,12,12,12,0,0,2023-05-31 10:58:10
00000110942,000023964,B6B4A02E90AEE7294D458E25AEA8A09E,subrent,0,0,12,12,12,12,0,0,2023-06-06 09:04:06
00000110944,000025666,B567FE7E3B5F679E48CE746530AD18FE,subrent,0,0,15,15,15,15,0,0,2023-06-12 09:30:00
00000110954,000024568,BE209C6A59B34ED042DE1639E50E0E0C,subrent,0,0,12,12,12,12,0,0,2023-06-07 08:39:42
00000110981,000013059,859D39B324E46E76470DB67988563A1C,subrent,0,0,12,12,12,12,0,0,2023-06-07 10:04:22
00000111012,000029830,8BFD0E2412BF02304D1D57CC8DFCFC37,subrent,0,0,15,15,15,15,0,0,2023-06-15 00:00:00
00000111048,000019216,8BC2940D56B312B34BC8913D5D619C45,subrent,0,0,15,15,15,15,0,0,2023-06-09 00:00:00
00000111082,000012535,AFBECF69861A756F4131A3DF4F5B7B0D,subrent,0,0,12,12,12,12,0,0,2023-06-09 10:16:06
00000111106,000004622,B13A3A3DB0FE228C491A0EC40BB0FBC0,subrent,0,0,8,8,8,8,0,0,2023-06-18 00:00:00
00000111180,000028874,B895CD6D7DDBA6374900BB107E81B1E0,subrent,0,0,12,12,12,12,0,0,2023-06-29 09:08:36
00000111186,000035602,9D863075147793C24EDD39EE647D7DF8,subrent,0,0,12,12,12,12,0,0,2023-06-16 10:27:13
00000111222,000036376,97D7B743F357041F43F56E1B2FFB9696,subrent,0,0,12,12,12,12,0,0,2023-06-20 12:19:19
00000111267,000026816,B9A546534982734C4460718CF3A309BE,subrent,0,0,12,12,12,12,0,0,2023-06-22 18:12:37
00000111279,000029541,82FDB2CE103EA9BC4A2D737268E148C6,subrent,0,0,12,12,12,12,0,0,2023-07-05 09:20:30
00000111338,000028166,867C34A4DC0BB67A455A51DCBA2A0352,subrent,0,0,12,12,12,12,0,0,2023-06-28 00:00:00
00000111339,000035487,84914F49A672A424432AAA0EB0869356,subrent,0,0,12,12,12,12,0,0,2023-06-23 08:12:41
00000111342,000051034,B7AB7DAB2E9B89EC407DC685434D3886,subrent,0,0,15,15,15,15,0,0,2023-07-03 18:37:47
00000111360,000009723,9EA916D3B647227E4E0D9A2FFEEDE026,subrent,0,0,15,15,15,15,0,0,2023-06-29 00:00:00
00000111402,000014748,8AE7C417C48757D948567B4ED417A064,subrent,0,0,12,12,12,12,0,0,2023-06-28 11:37:23
00000111403,000048041,84F54CD6C15D1B59422A2575B9B49269,subrent,0,0,12,12,12,12,0,0,2023-06-26 08:57:59
00000111405,000004187,98D3FA1E2C4D60334DE8834FA5D9A92A,subrent,0,0,15,15,15,15,0,0,2023-06-30 14:45:00
00000111441,000028600,8534BE1F048D832F49AE598ADD8AA4D8,subrent,0,0,12,12,12,12,0,0,2023-06-30 00:00:00
00000111462,000004751,8741163DE3ECE5064DB6A4505979F570,subrent,0,0,12,12,12,12,0,0,2023-06-28 10:58:13
00000111510,000054688,9B9D506B0BDAD7BF44853F7F36D50734,subrent,0,0,20,20,20,20,0,0,2023-06-27 09:05:18
00000111606,000023964,83FEDAB8D85630354C1A16B148652848,subrent,0,0,8,8,8,8,0,0,2023-07-04 09:09:07
00000111682,000013059,B746DE88F39C1A4C4F5C70581FCB6536,subrent,0,0,12,12,12,12,0,0,2023-07-09 00:00:00
00000111717,000024568,8BF89CFB7595DE364B496E088899BAFD,subrent,0,0,12,12,12,12,0,0,2023-07-07 08:06:23
00000111729,000019216,8B6ACF55793FA6824AADF9B33362B487,subrent,0,0,15,15,15,15,0,0,2023-07-06 09:30:00
00000111733,000008835,A7F64DACB83D33D644498559404AF1EA,cycle,0,0,0,0,0,0,0,0,
00000111789,000012535,AB602A68981C4D3E4F882AA5A754EC90,subrent,0,0,12,12,12,12,0,0,2023-07-10 08:58:19
00000111805,000029830,A43C8B41A5F18B4447DB457BFE265E33,subrent,0,0,15,15,15,15,0,0,2023-07-24 00:00:00
00000111879,000025666,8834937CA980DDC94078CB251F508362,subrent,0,0,12,12,12,12,0,0,2023-07-17 00:00:00
00000111904,000035602,B102BAF343C0D704493A753D79176B77,subrent,0,0,12,12,12,12,0,0,2023-07-17 10:03:13
00000111956,000002359,86888FBF601D06EB407CA66101E171B5,subrent,0,0,15,15,15,15,0,0,2023-07-22 00:00:00
00000111982,000036376,82827BFA5BC35E6F45A657FC166F55D3,subrent,0,0,8,8,8,8,0,0,2023-07-29 09:40:48
00000112053,000035487,82DBA2BC5450733842FF976F1D0711F1,subrent,0,0,12,12,12,12,0,0,2023-07-31 15:45:20
00000112123,000054688,BA9BABCE7219D00448E4C80A81D76C74,subrent,0,0,20,20,20,20,0,0,2023-07-23 11:53:16
00000112125,000048041,8FDDC29FBDC1F672446F40F5825F9FC6,subrent,0,0,12,12,12,12,0,0,2023-07-24 09:00:22
00000112194,000014748,A7B2D19A947080564A4C95011EF458D0,subrent,0,0,12,12,12,12,0,0,2023-07-26 11:34:12
00000112241,000028874,9ED3F4E1DD0F0D4E49D7038D34336D0D,subrent,0,0,12,12,12,12,0,0,2023-07-27 16:17:15
00000112262,000004751,8D3984D85262DF60413A0321757969C7,subrent,0,0,12,12,12,12,0,0,2023-07-31 11:01:09
00000112280,000009723,A29F4646A1DF20CB40444300662D0E41,subrent,0,0,15,15,15,15,0,0,2023-08-03 00:00:00
00000112288,000028600,BD2CB4EF97BFAA684179B16D297E20DE,subrent,0,0,12,12,12,12,0,0,2023-08-21 10:29:28
00000112308,000051034,A8EEC4ECFD330102432E61EF73AF5E2C,subrent,0,0,12,12,12,12,0,0,2023-07-31 11:29:18
00000112324,000029541,9C4DC56917211924493E4313DEAC513A,subrent,0,0,12,12,12,12,0,0,2023-08-03 09:03:38
00000112330,000004187,BB866AC2B026A35B45131EF40BB3E09C,subrent,0,0,12,12,12,12,0,0,2023-08-10 14:30:00
00000112377,000023964,896165737F23DC754BC216D35E244023,subrent,0,0,12,12,12,12,0,0,2023-08-03 09:08:03
00000112409,000058800,BEECCAFB162438094D95426E52CBB2DF,cycle,0,0,0,0,0,0,0,0,
00000112457,000019216,82197813EB099F9F4FDAE202EA03E5F4,subrent,0,0,15,15,15,15,0,0,2023-08-28 00:00:00
00000112512,000024568,913ACE6E586096104234A40DC905414C,subrent,0,0,12,12,12,12,0,0,2023-08-09 09:08:44
00000112520,000058568,838458C4691018D04BC63C9EF5AD5C9A,cycle,0,0,0,0,0,0,0,0,
00000112579,000012535,96FB2B5111CC770A4BCA316DCE9CB98E,subrent,0,0,12,12,12,12,0,0,2023-08-12 00:00:00
00000112694,000025666,A41F136D123F24D8408DB79A6ACEE98F,subrent,0,0,12,12,12,12,0,0,2023-08-15 00:00:00
00000112736,000016248,BC9BE17F5C4C6DA845236E4EE468C62E,subrent,0,0,15,15,15,15,0,0,2023-08-03 14:00:00
00000112774,000002359,9901C2E8DB6208064D003C6BAFD0F4DD,subrent,0,0,15,15,15,15,0,0,2023-08-19 00:00:00
00000112792,000035602,9960F5B7842C025B486C19626066FA65,subrent,0,0,12,12,12,12,0,0,2023-08-11 09:59:36
00000112987,000029830,BDD99D5C9A683CD5474318163DBC6F17,subrent,0,0,15,15,15,15,0,0,2023-08-25 00:00:00
00000113035,000048041,849CD69C101F1F5E48FDAD95E8E4A9DC,subrent,0,0,12,12,12,12,0,0,2023-08-18 09:05:23
00000113088,000014748,BC9201CB4CC030614C17E92F289DF09C,subrent,0,0,12,12,12,12,0,0,2023-08-23 10:48:03
00000113151,000028874,8F93ECC7C37595024E9470FAF0678C9D,subrent,0,0,12,12,12,12,0,0,2023-08-24 09:59:19
00000113288,000051034,81BEA7A3166E97634A81209751FCAB64,subrent,0,0,15,15,15,15,0,0,2023-09-15 15:59:25
00000113289,000036376,A28B3A7CA737647F45CD1BDC21421141,subrent,0,0,12,12,12,12,0,0,2023-08-31 10:22:34
00000113306,000029541,A456A2DF49FE93A643BE203B805C445C,subrent,0,0,12,12,12,12,0,0,2023-08-30 09:06:34
00000113323,000035487,861772EEA108542F49655839BDA5CFCC,subrent,0,0,12,12,12,12,0,0,2023-08-28 08:47:01
00000113339,000004751,B84E1070623BB7D8441091CB39C37C93,subrent,0,0,12,12,12,12,0,0,2023-08-23 11:01:50
00000113386,000058799,A84733280D03EB8E4B615EAA6B05FD7A,cycle,0,0,0,0,0,0,0,0,
00000113402,000023964,BD4D2BE80FA6E7AB4FAC86DCD75AA2E2,subrent,0,0,12,12,12,12,0,0,2023-09-08 00:00:00
00000113422,000013059,A76A344C67AD643D4F20E6D80AE89CDA,subrent,0,0,12,12,12,12,0,0,2023-09-08 09:22:09
00000113430,000013059,853069F24516B42E4DE960CE597F4B31,subrent,0,0,12,12,12,12,0,0,2023-09-09 00:00:00
00000113492,000024568,B3C9122F0F804BD84A9891E4F158FE28,subrent,0,0,12,12,12,12,0,0,2023-09-06 09:01:10
00000113611,000012535,A8AC42CB2328ECDF41EA08A69A806D25,subrent,0,0,12,12,12,12,0,0,2023-09-06 07:58:41
00000113629,000035602,BA88C6C377B8897643DD6C0E9FD2C474,subrent,0,0,12,12,12,12,0,0,2023-09-13 10:08:24
00000113630,000025666,A5200E7D0B2ED6DB41A5A89AD80376B3,subrent,0,0,12,12,12,12,0,0,2023-09-16 00:00:00
00000113713,000028600,9127DE6F4323F576406641DF71D7CEC9,subrent,0,0,12,12,12,12,0,0,2023-09-18 00:00:00
00000113793,000048041,AD4BC2D395A8B5CB4D9F841853B7D579,subrent,0,0,12,12,12,12,0,0,2023-09-14 15:32:38
00000113934,000014748,8CEB2B4E7DCFC58B4679022C3C189B3E,subrent,0,0,12,12,12,12,0,0,2023-09-14 15:32:43
00000113940,000005798,837B8D2A928F75CC48ABA3000D8E2DBC,cycle,0,0,0,0,0,0,0,0,
00000114010,000035487,B862CCF25336723A4E5D06E935184FB1,subrent,0,0,12,12,12,12,0,0,2023-09-25 09:42:23
00000114011,000028874,A8C49667AE6868B846300F6DAE0B6752,subrent,0,0,12,12,12,12,0,0,2023-09-21 09:27:31
00000114039,000019216,B94387859917FAD246C4DC3AD16A0F81,subrent,0,0,15,15,15,15,0,0,2023-09-21 20:15:00
00000114104,000029830,B6AF85E409C75ED14B352970A57A7A9C,subrent,0,0,15,15,15,15,0,0,2023-09-28 10:36:32
00000114122,000029541,880C0916A9C3221947EAD0B2D64B034A,subrent,0,0,12,12,12,12,0,0,2023-09-27 09:35:33
00000114191,000036376,827808445C30012B475BA008E2219303,subrent,0,0,12,12,12,12,0,0,2023-09-28 10:52:56
00000114236,000004751,9439F879399810F147CD7F635F721C7B,subrent,0,0,12,12,12,12,0,0,2023-09-29 10:53:16
00000114388,000013059,804A16B972F4B8D74CECCEA87BC66D62,subrent,0,0,12,12,12,12,0,0,2023-10-06 09:34:49
00000114469,000024568,AB10074F0126A0AC4132EB4E8FFA4303,subrent,0,0,12,12,12,12,0,0,2023-10-06 09:04:14
00000114559,000023964,AFD4AA9B98E3E1E141637FCEC66DB704,subrent,0,0,12,12,12,12,0,0,2023-10-12 00:00:00
00000114658,000035602,9212C63B5CA7FAAC422F8DCD4C257CCE,subrent,0,0,8,8,8,8,0,0,2023-10-02 12:54:39
00000114673,000028600,BEA767D82D53EC9F47092E4096E81D30,subrent,0,0,12,12,12,12,0,0,2023-10-12 00:00:00
00000114683,000025666,A9024F4A696D74DC4BD7A2ABF8145EE5,subrent,0,0,15,15,15,15,0,0,2023-10-13 15:00:00
00000114712,000012535,B3E846BAECD0B95A49163AC559807C12,subrent,0,0,12,12,12,12,0,0,2023-10-13 07:49:42
00000114727,000051034,A99AD47F5B43A47B47FC0597F429D546,subrent,0,0,15,15,15,15,0,0,2023-10-09 12:11:07
00000114813,000002359,828DA00AED83E34C4DEE428354F30F35,subrent,0,0,15,15,15,15,0,0,2023-10-13 14:45:00
00000114939,000028874,B70D64903D1958454BCA6DB7C6948FCB,subrent,0,0,15,15,15,15,0,0,2023-10-23 09:00:00
00000114948,000009723,B095361F4C186A684E93F15FE23D571C,subrent,0,0,15,15,15,15,0,0,2023-10-25 00:00:00
00000115011,000019216,9DEEAA6675C2B92148FB2E06A194AC33,subrent,0,0,15,15,15,15,0,0,2023-10-24 13:52:49
00000115039,000029830,B7B1A00959A4939047B3B2EFD6C75007,subrent,0,0,15,15,15,15,0,0,2023-10-25 14:33:27
00000115040,000029541,B06E1311ECE9F176420D5DBBABAB85D2,subrent,0,0,12,12,12,12,0,0,2023-10-30 09:06:43
00000115109,000036376,AB756A1255AA544C49890B2030CB9BC6,subrent,0,0,12,12,12,12,0,0,2023-10-30 00:00:00
00000115157,000004751,892AD889704C70774C3AAD4CFFC9440D,subrent,0,0,12,12,12,12,0,0,2023-10-27 17:02:31
00000115331,000013059,83C6186A8E0781CF45E4E56E26110F4A,subrent,0,0,12,12,12,12,0,0,2023-11-06 10:15:15
00000115415,000024568,85E9D836E7A0714D460F4E7763980967,subrent,0,0,12,12,12,12,0,0,2023-11-08 09:24:38
00000115531,000028600,8D0CE85AF31339FE490AECC6A5053D18,subrent,0,0,12,12,12,12,0,0,2023-11-08 09:38:24
00000115532,000051034,9BE0A060CD5E8A4440A89191D584382C,subrent,0,0,15,15,15,15,0,0,2023-11-06 14:56:25
00000115580,000012535,A445CDE3B6DFF2A549CD6F57BD8B636B,subrent,0,0,12,12,12,12,0,0,2023-11-10 07:43:40
00000115632,000023964,9009C1553DAC295A46B46B6EB7CDBE52,subrent,0,0,12,12,12,12,0,0,2023-11-17 00:00:00
00000115640,000025666,B10E9D65EB7B451E4F48013E85F41598,subrent,0,0,15,15,15,15,0,0,2023-11-10 09:11:28
00000115670,000035602,80980367BC4B17B14D40C3DD325D9B9E,subrent,0,0,12,12,12,12,0,0,2023-11-10 10:22:52
00000115693,000002359,A826840D61C521084BDF9E19CDEC725A,subrent,0,0,15,15,15,15,0,0,2023-11-16 18:21:05
00000115770,000058800,A04293E593185A5243E64FB01F394460,cycle,0,0,0,0,0,0,0,0,
00000115869,000028874,8C53785E7E03ED6943FAFCD0210DFC25,subrent,0,0,15,15,15,15,0,0,2023-11-17 09:02:20
00000116019,000004751,80E2C43F6F99A38447B15B558597F676,subrent,0,0,12,12,12,12,0,0,2023-11-24 17:04:50
00000116021,000019216,AE4F70176B48FD4B405872D0C9E855B7,subrent,0,0,15,15,15,15,0,0,2023-11-30 00:00:00
00000116087,000029830,810B1ECED3DA8954481E0B6359B46E27,subrent,0,0,15,15,15,15,0,0,2023-11-30 00:00:00
00000116199,000036376,8B7B485CB369684042AADA9D511CB72B,subrent,0,0,12,12,12,12,0,0,2023-11-28 10:19:26
00000116232,000029541,840ADB820327BA0641372664D03A8491,subrent,0,0,12,12,12,12,0,0,2023-12-03 00:00:00
00000116258,000058799,9446941BAE3E81B04A19B73B575DBAEA,cycle,0,0,0,0,0,0,0,0,
00000116375,000013059,9C39C9D1C38790744B6D86AF0AAA9E98,subrent,0,0,12,12,12,12,0,0,2023-12-11 09:36:44
00000116384,000051034,AC1C503C372F041C4E51ADFBE5BD45C2,subrent,0,0,15,15,15,15,0,0,2023-12-05 11:58:55
00000116423,000002359,8E21D6CCE8D9DAA149CBA508FA12DAD9,subrent,0,0,15,15,15,15,0,0,2023-12-12 00:00:00
00000116446,000024568,B2DE6452DE2788EE453021259CE14306,subrent,0,0,12,12,12,12,0,0,2023-12-06 08:51:41
00000116558,000035602,B8B3F4C0B003D9294D30DA5F3AD5D94D,subrent,0,0,12,12,12,12,0,0,2023-12-20 11:47:31
00000116559,000012535,ADA8B330FDBE9BE240E261B20C3BD8E0,subrent,0,0,12,12,12,12,0,0,2023-12-13 00:00:00
00000116597,000028600,8244CFD8D2263D8A481A3BA4B4A0A73F,subrent,0,0,12,12,12,12,0,0,2023-12-01 10:02:53
00000116652,000000351,AF1D1ECDC9C2542D47A3B0BC92E8E079,cycle,0,0,0,0,0,0,0,0,
00000116680,000025666,8ED74B68EE5BC8584ABAE1D27433FA08,subrent,0,0,15,15,15,15,0,0,2023-12-16 00:00:00
00000116731,000048041,BDF4F71C1C91C355488E336525182FD9,subrent,0,0,10,10,10,10,0,0,2023-12-08 11:19:44
00000116732,000014748,ACD3D9D548308445467C7B1E03FFCCA3,subrent,0,0,10,10,10,10,0,0,2023-12-08 11:19:53
00000116778,000028874,BBA25042EF5BDA30491180B0D915BD39,subrent,0,0,15,15,15,15,0,0,2023-12-15 09:09:23
00000116848,000056452,AD3F979F5E416BCB4BEC66CCE25F4773,cycle,0,0,0,0,0,0,0,0,
00000116909,000023964,B93B34C981F98D1C465E2A63B425DA22,subrent,0,0,12,12,12,12,0,0,2023-12-14 09:08:44
00000117027,000061362,B9FA5CEB2E39E656453AE6F97E025805,cycle,0,0,0,0,0,0,0,0,
00000117028,000061310,AB4DA45C24F0ED0B43D7D3BC67E659D7,cycle,0,0,0,0,0,0,0,0,
00000117029,000021651,9CAAB3D95D7D42E341777EAC5EB8B8E7,cycle,0,0,0,0,0,0,0,0,
00000117070,000004751,BCF62C36E8AE47114F7089F937229D81,subrent,0,0,12,12,12,12,0,0,2023-12-22 10:58:06
00000117184,000019216,BA391CF2E2EF78B2451BF4E36996BC6A,subrent,0,0,15,15,15,15,0,0,2023-12-30 00:00:00
00000117193,000036376,B05F0D3B2AFD76684AF076BF99C2546F,subrent,0,0,12,12,12,12,0,0,2023-12-28 10:20:41
00000117276,000029830,94CE5A329D91185745677C82F4246B22,subrent,0,0,15,15,15,15,0,0,2023-12-28 10:48:41
00000117371,000051034,AACC4D088E6855B248CBF54F7BEE214B,subrent,0,0,15,15,15,15,0,0,2024-01-04 14:47:08
00000117392,000029541,82C10571E0C2B2624C12AEA68CF7AA13,subrent,0,0,12,12,12,12,0,0,2024-01-15 09:26:22
00000117398,000024568,8A8BE472AB584E0F4AAA80997507852C,subrent,0,0,12,12,12,12,0,0,2024-01-12 09:04:40
00000117508,000028600,933CE6290DD9E7D547495E07965038B5,subrent,0,0,12,12,12,12,0,0,2024-01-11 00:00:00
00000117509,000002359,B54AEFF119B2E44D485B25CF9576AE3E,subrent,0,0,15,15,15,15,0,0,2024-01-16 00:00:00
00000117615,000025666,98C7064DBB9ACD9D403A61C0100AF67D,subrent,0,0,15,15,15,15,0,0,2024-01-21 00:00:00
00000117634,000028874,A7FFA4E1A9D472D74B2F911EB2033E67,subrent,0,0,15,15,15,15,0,0,2024-01-19 09:11:32
00000117640,000012535,98FEC6EABE75960A45DA0363944AA7F2,subrent,0,0,12,12,12,12,0,0,2024-01-12 07:50:59
00000117643,000013059,A91FE345DDF0FACD48B21EFAA88EBDC8,subrent,0,0,12,12,12,12,0,0,2024-01-18 00:00:00
00000117691,000023964,82F9DB3082A65E664524AEBB79E2526A,subrent,0,0,12,12,12,12,0,0,2024-01-18 12:54:14
00000117804,000035602,B654FB6F51D0FE284AF8E466F9A68AB2,subrent,0,0,12,12,12,12,0,0,2024-01-17 19:21:34
00000117866,000004751,AC070E33D38ACDA64F2C89E6EA6B97DD,subrent,0,0,12,12,12,12,0,0,2024-01-24 10:54:58
00000117997,000061310,94247C59D86C5D8844EBF6320B5DE5DC,cycle,0,0,0,0,0,0,0,0,
00000118026,000029830,AE0D2569B626AC9B4A007B50CCF1BA42,subrent,0,0,15,15,15,15,0,0,2024-01-30 00:00:00
00000118057,000061661,A4E504BA77FE914C406C03F659CF50B2,cycle,0,0,0,0,0,0,0,0,
00000118145,000014748,B6F6AC351A7B9B8F4D922D2E45B9E36D,subrent,0,0,12,12,12,12,0,0,2024-02-02 16:08:42
00000118146,000048041,856D805FA586B9B84DA35F601E67E768,subrent,0,0,12,12,12,12,0,0,2024-02-02 16:09:46
00000118204,000019216,BC4EC207AE0E89964F4E0D1BDF2E60D4,subrent,0,0,15,15,15,15,0,0,2024-02-01 15:21:02
00000118294,000036376,B7C3B38B38C3C096441C2742E670D5BE,subrent,0,0,12,12,12,12,0,0,2024-02-08 10:15:36
00000118301,000051034,84D36FECE1C510FA41C9AA5733EFFC46,subrent,0,0,12,12,12,12,0,0,2024-02-01 11:53:18
00000118307,000053489,AC9C53C90ED5D3BC425FD61F40D522DA,subrent,0,0,0,0,0,0,0,0,2024-01-10 23:59:59
00000118346,000002359,ABE34C8F8B719C9B4A1977757592E653,subrent,0,0,15,15,15,15,0,0,2024-01-30 09:52:35
00000118517,000029541,96A73934252DA92148E2A3D519651E41,subrent,0,0,12,12,12,12,0,0,2024-02-12 11:03:48
00000118553,000024568,BA3D2C4FFF35D7F944DF749B9C482B12,subrent,0,0,12,12,12,12,0,0,2024-02-07 08:55:34
00000118558,000028600,8EA395F1556B273045DEBD4FED7122B8,subrent,0,0,12,12,12,12,0,0,2024-02-05 21:10:12
00000118668,000012535,898A427D045F386F4329AF5E3607B37F,subrent,0,0,12,12,12,12,0,0,2024-02-16 08:15:04
00000118672,000035602,BC70D0B9342780024978477E5ED82B73,subrent,0,0,12,12,12,12,0,0,2024-02-12 09:55:25
00000118723,000028874,9E9DF236921B69BD4CA84465447DD00A,subrent,0,0,15,15,15,15,0,0,2024-02-16 10:09:41
00000118778,000025666,8A7A3E142664739F4A46BAC0466E4B43,subrent,0,0,15,15,15,15,0,0,2024-02-25 00:00:00
00000118809,000023964,B568E481379AB2AE45DD93512DB9E6D8,subrent,0,0,12,12,12,12,0,0,2024-02-22 09:28:26
00000118828,000062129,9E016DC3E23AA5E2480974B239B8FACB,cycle,0,0,0,0,0,0,0,0,
00000118888,000004751,AEB41425869881BA42085857DB9262E9,subrent,0,0,12,12,12,12,0,0,2024-02-23 10:02:02
00000119136,000029830,B5CCD014850D740842AE7EDBBC1A8432,subrent,0,0,15,15,15,15,0,0,2024-02-27 11:41:10
00000119241,000002359,A2815D52A427B8BC406C23B60112AB48,subrent,0,0,15,15,15,15,0,0,2024-02-19 20:32:42
00000119343,000006928,A2A235C56B7169674239096B0DEEF8A3,cycle,0,0,0,0,0,0,0,0,
00000119382,000019216,A225CA19EDE8F50C4C5849B10A6EE839,subrent,0,0,15,15,15,15,0,0,2024-03-05 00:00:00
00000119389,000013059,AAD7C4DBC6A35B964351B0D95A35E9A5,subrent,0,0,12,12,12,12,0,0,2024-03-05 00:00:00
00000119413,000051034,A1F1882C063619F643C4177AD9B4F8A9,subrent,0,0,12,12,12,12,0,0,2024-03-04 10:58:28
00000119528,000029541,BCEFF5A4C14DC771440F10CA52B1F829,subrent,0,0,12,12,12,12,0,0,2024-03-11 10:27:48
00000119561,000036376,BEF40D81B405DE164A6428E6F5007A85,subrent,0,0,12,12,12,12,0,0,2024-03-09 09:53:15
00000119722,000024568,A04B1DCB5C9E7210486F92B168CF3A27,subrent,0,0,12,12,12,12,0,0,2024-03-08 10:02:46
00000119724,000028600,B8E533549F3FD0C6497356BF74E2286E,subrent,0,0,12,12,12,12,0,0,2024-03-08 10:15:00
00000119923,000035602,BBE4FD77EF28BDAE45D0FB5FA2EBD623,subrent,0,0,12,12,12,12,0,0,2024-03-13 13:28:54
00000119987,000028874,903E18B4378AC95444E880BEE52ABFFD,subrent,0,0,15,15,15,15,0,0,2024-03-15 09:39:42
00000120075,000012535,B77A339E3E25908941AC738B6C43357D,subrent,0,0,12,12,12,12,0,0,2024-03-15 09:25:22
00000120113,000002359,B8C33CC2ED2D2F2E437D1F84E9CFE23E,subrent,0,0,15,15,15,15,0,0,2024-03-21 00:00:00
00000120149,000004751,80836C9DB18FD19041994648193E1800,subrent,0,0,12,12,12,12,0,0,2024-03-20 10:51:24
00000120164,000023964,BE4D9E0ECCC61AA942DB771DF487F5F2,subrent,0,0,12,12,12,12,0,0,2024-03-21 09:10:46
00000120432,000019216,AFF053C631A31CE64DB147C22A04B35A,subrent,0,0,15,15,15,15,0,0,2024-04-06 00:00:00
00000120447,000025666,A5A39D42EB95157A4A990C295255939A,subrent,0,0,15,15,15,15,0,0,2024-03-22 09:04:48
00000120527,000029830,991CECF9F821471F4BD5CC0BF64BA41C,subrent,0,0,15,15,15,15,0,0,2024-04-04 00:00:00
00000120561,000051034,909F4D1EB41D0F0F414239478ADA6C97,subrent,0,0,8,8,8,8,0,0,2024-04-16 10:27:15
00000120806,000024568,A62A92570E12ABD54838A99AF9EFC66E,subrent,0,0,12,12,12,12,0,0,2024-04-05 09:03:22
00000120811,000013059,8F08795CC57B97394BAB8EFE5DEA55FE,subrent,0,0,12,12,12,12,0,0,2024-04-10 11:25:10
00000120868,000036376,B72CEB2E39FF0EFE4D08DE638489CAF1,subrent,0,0,12,12,12,12,0,0,2024-04-12 00:00:00
00000120955,000028600,BFAF9596A6ADE4EF48FF8623238C3AC2,subrent,0,0,12,12,12,12,0,0,2024-04-08 10:28:24
00000120963,000029541,8A4B48DE8773AFB742B285C703C3BA19,subrent,0,0,12,12,12,12,0,0,2024-04-10 09:09:04
00000120978,000053489,85095DDA6009E00C41B9FBAB5DC3E637,subrent,0,0,15,15,15,15,0,0,2024-04-14 00:00:00
00000120992,000002359,86CFC8BBEF84390145414E1A5E8A4F44,subrent,0,0,15,15,15,15,0,0,2024-04-15 15:27:35
00000121017,000035602,89571EB2D44FFD0940654C760B3C2F56,subrent,0,0,12,12,12,12,0,0,2024-04-10 10:13:21
00000121060,000028874,9F6D827627F5CD8A4B3F257251B9D75C,subrent,0,0,15,15,15,15,0,0,2024-04-15 10:00:31
00000121070,000012535,93050C7DDA5BC953423B155C7D51365C,subrent,0,0,12,12,12,12,0,0,2024-04-15 07:49:49
00000121206,000004751,930515790AD2F3C04B89843E4272C4A7,subrent,0,0,12,12,12,12,0,0,2024-04-17 10:59:53
00000121243,000058799,A9B9B000947570EB4E53C687E03D5D4F,cycle,0,0,0,0,0,0,0,0,
00000121244,000058800,A4011F3365C7186E434D2814F1FDB4E0,cycle,0,0,0,0,0,0,0,0,
00000121251,000023964,8FDD2C87235B66BC417F04B8B454541F,subrent,0,0,12,12,12,12,0,0,2024-04-21 00:00:00
00000121289,000025666,A362E6A75F8877304A678BB946BDBE7C,subrent,0,0,15,15,15,15,0,0,2024-04-25 00:00:00
00000121433,000019216,A7E187E3EC66102E4D5099A554CED861,subrent,0,0,15,15,15,15,0,0,2024-05-06 00:00:00
00000121487,000002359,ABA31626C0E44E2C45DBC4E239AD74E9,subrent,0,0,15,15,15,15,0,0,2024-05-15 00:00:00
00000121625,000029830,A4B6B5481CCFE8534824A1C19C5DB9F7,subrent,0,0,15,15,15,15,0,0,2024-05-02 10:23:22
00000121776,000024568,98456A71045486F54F5CE3F1B0C938CA,subrent,0,0,12,12,12,12,0,0,2024-05-03 09:07:23
00000121778,000028600,B08DCB48DF3401014993124E75D46C6E,subrent,0,0,12,12,12,12,0,0,2024-05-09 00:00:00
00000121879,000029541,9C07A5DE3246D18C493A7F492A4E8E37,subrent,0,0,12,12,12,12,0,0,2024-05-18 00:00:00
00000121887,000013059,88FE514E56DC529341B17124AD5B8900,subrent,0,0,12,12,12,12,0,0,2024-05-10 00:00:00
00000121942,000053489,AD4BA51EB77B6D664D75F8F91F586751,subrent,0,0,15,15,15,15,0,0,2024-05-14 00:00:00
00000121947,000049718,96C08CC117F6293B4F6421B1C2DE65B4,cycle,0,0,0,0,0,0,0,0,
